# IPA pronunciations, derived from CMUdict.
#
# SOURCE: github.com/cmusphinx/cmudict — public domain (BSD-style, no
# restriction on use). General American.
#
# Converted from ARPABET by services/arpabet.py. The conversion is
# mechanical except for syllable stress: IPA marks the start of the
# stressed syllable while ARPABET marks the stressed vowel, so the
# boundary is worked out with the maximal onset principle. Marking the
# vowel instead would give /sɛˈʃən/ for 'session'.
#
# Only the first pronunciation of each word is kept. CMUdict lists
# alternatives as 'record(2)'; a learner needs one, not a survey.
#
# This closes the gap WordNet leaves: it has definitions but no
# phonetics, and the online dictionary was the only source of IPA.
word,ipa
grayling,ˈɡɹeɪlɪŋ
grays,ɡɹeɪz
grayson,ˈɡɹeɪsən
graze,ɡɹeɪz
grazed,ɡɹeɪzd
grazer,ˈɡɹeɪzɚ
graziani,ɡɹɑziˈɑni
graziano,ɡɹɑtsiˈɑnoʊ
grazier,ˈɡɹeɪziɚ
grazing,ˈɡɹeɪzɪŋ
grbavica,ɡɚˈbɑvɪkə
greaney,ˈɡɹini
grear,ɡɹɪɹ
grease,ɡɹis
greased,ɡɹist
greaser,ˈɡɹisɚ
greasewood,ˈɡɹiˌswʊd
greasing,ˈɡɹisɪŋ
greason,ˈɡɹisən
greasy,ˈɡɹisi
great,ɡɹeɪt
great's,ɡɹeɪts
great-circle,ˈɡɹeɪtˈsɝkəl
great-grandfather,ˌɡɹeɪtɡˈɹændˌfɑðɚ
great-grandmother,ˌɡɹeɪtɡˈɹændˌmʌθɚ
greater,ˈɡɹeɪtɚ
greatest,ˈɡɹeɪtəst
greathouse,ˈɡɹeɪtˌhaʊs
greatly,ˈɡɹeɪtli
greatness,ˈɡɹeɪtnəs
greats,ɡɹeɪts
greave,ɡɹiv
greaves,ɡɹivz
greb,ɡɹɛb
grebe,ɡɹib
greber,ˈɡɹibɚ
grebner,ˈɡɹɛbnɚ
grecco,ˈɡɹɛkoʊ
grech,ɡɹɛk
grecian,ˈɡɹiʃən
grecko,ˈɡɹɛkoʊ
greco,ˈɡɹɛkoʊ
greco-roman,ˌɡɹɛkoʊˈɹoʊmən
grede,ɡɹid
gredel,ˈɡɹɛdəl
greditor,ˈɡɹɛdɪtɚ
greear,ˈɡɹiɚ
greece,ɡɹis
greece's,ˈɡɹisɪz
greed,ɡɹid
greedier,ˌɡɹidiɚ
greediest,ˌɡɹidiɪst
greedily,ˈɡɹidəli
greedy,ˈɡɹidi
greek,ɡɹik
greeks,ɡɹiks
greeley,ˈɡɹili
greeleyville,ˈɡɹilivɪl
greelieville,ˈɡɹilivɪl
greely,ˈɡɹili
green,ɡɹin
green's,ɡɹinz
greenan,ˈɡɹinən
greenawalt,ˈɡɹinəˌwɔlt
greenaway,ˈɡɹinəˌweɪ
greenback,ˈɡɹinˌbæk
greenback's,ˈɡɹinˌbæks
greenbacks,ˈɡɹinˌbæks
greenbaum,ˈɡɹinˌbaʊm
greenbelt,ˈɡɹinˌbɛlt
greenberg,ˈɡɹinbɚɡ
greenberg's,ˈɡɹinbɚɡz
greenberger,ˈɡɹinbɚɡɚ
greenblatt,ˈɡɹinblət
greenburg,ˈɡɹinbɚɡ
greenbury,ˈɡɹinbɚi
greenbush,ˈɡɹinbʊʃ
greencastle,ˈɡɹinˌkæsəl
greene,ɡɹin
greene's,ɡɹinz
greened,ɡɹind
greener,ˈɡɹinɚ
greenery,ˈɡɹinɚi
greenest,ˈɡɹinɪst
greenfeld,ˈɡɹinˌfɛld
greenfeld's,ˈɡɹinˌfɛldz
greenfell,ˈɡɹinˌfɛl
greenfell's,ˈɡɹinˌfɛlz
greenfield,ˈɡɹinˌfild
greenfield's,ˈɡɹinˌfildz
greenhalgh,ˈɡɹinˌhʌlɡ
greenham,ˈɡɹinəm
greenhaw,ˈɡɹinˌhɔ
greenhill,ˈɡɹinˌhɪl
greenhoe,ˈɡɹinˌhoʊ
greenhouse,ˈɡɹinˌhaʊs
greenhouses,ˈɡɹinˌhaʊsɪz
greenhut,ˈɡɹinhət
greeniaus,ˈɡɹiniaʊs
greenidge,ˈɡɹinɪdʒ
greening,ˈɡɹinɪŋ
greenish,ˈɡɹinɪʃ
greenland,ˈɡɹinlənd
greenlaw,ˈɡɹinˌlɔ
greenleaf,ˈɡɹinˌlif
greenlee,ˈɡɹinˌli
greenlees,ˈɡɹinˌliz
greenley,ˈɡɹinli
greenly,ˈɡɹinli
greenmail,ˈɡɹinˌmeɪl
greenmailer,ˈɡɹinˌmeɪlɚ
greenman,ˈɡɹinmən
greenness,ˈɡɹinnəs
greeno,ˈɡɹinoʊ
greenough,ˈɡɹinəf
greenpeace,ˈɡɹinˌpis
greenpeace's,ˈɡɹinˌpisɪz
greens,ɡɹinz
greens',ɡɹinz
greensboro,ˈɡɹinzbɚɹoʊ
greensburg,ˈɡɹinzbɚɡ
greenshield,ˈɡɹinˌʃild
greenshields,ˈɡɹinˌʃildz
greenslade,ˈɡɹinsləd
greenslet,ˈɡɹinˌslɛt
greenspan,ˈɡɹinˌspæn
greenspan's,ˈɡɹinˌspænz
greenspon,ˈɡɹinˌspɑn
greenspun,ˈɡɹinˌspʌn
greenstein,ˈɡɹinˌstaɪn
greenstone,ˈɡɹinˌstoʊn
greenstreet,ˈɡɹinstˌɹit
greenup,ˈɡɹiˌnʌp
greenvale,ˈɡɹinˌveɪl
greenville,ˈɡɹinvɪl
greenwald,ˈɡɹinˌwɔld
greenwald's,ˈɡɹinˌwɔldz
greenwalds,ˈɡɹinˌwɔldz
greenwalt,ˈɡɹinwəlt
greenway,ˈɡɹinˌweɪ
greenwell,ˈɡɹinˌwɛl
greenwich,ˈɡɹɛnɪtʃ
greenwich's,ˈɡɹɛnɪtʃɪz
greenwood,ˈɡɹinˌwʊd
greer,ɡɹɪɹ
greeson,ˈɡɹisən
greet,ɡɹit
greeted,ˈɡɹitəd
greetham,ˈɡɹiθəm
greeting,ˈɡɹitɪŋ
greetings,ˈɡɹitɪŋz
greets,ɡɹits
greever,ˈɡɹivɚ
grefe,ɡɹif
greff,ɡɹɛf
greg,ɡɹɛɡ
greg's,ɡɹɛɡz
grega,ˈɡɹiɡə
gregarious,ɡɹəˈɡɛɹiəs
greger,ˈɡɹɛɡɚ
gregersen,ˈɡɹɛɡɚsən
gregerson,ˈɡɹɛɡɚsən
gregg,ɡɹɛɡ
greggs,ɡɹɛɡz
grego,ˈɡɹɛɡoʊ
gregoire,ɡɹɪˈɡwɑɹ
gregor,ˈɡɹɛɡɚ
gregori,ɡɹɛˈɡɔɹi
gregoria,ɡɹɛˈɡɔɹiə
gregorian,ɡɹəˈɡɔɹiən
gregorich,ˈɡɹɛɡɚɪk
gregorie,ˈɡɹɛɡɚi
gregorio,ɡɹɪˈɡɔɹioʊ
gregory,ˈɡɹɛɡɚi
gregory's,ˈɡɹɛɡɚiz
gregson,ˈɡɹɛɡsən
gregston,ˈɡɹɛɡstən
gregus,ˈɡɹiɡəs
greider,ˈɡɹaɪdɚ
greif,ɡɹif
greiff,ɡɹif
greig,ɡɹiɡ
greim,ɡɹim
greiman,ˈɡɹaɪmən
grein,ɡɹeɪn
greiner,ˈɡɹaɪnɚ
greinke,ɡɹeɪŋk
greis,ɡɹiz
greitz,ɡɹɛts
greiwe,ɡɹiw
grell,ɡɹɛl
grella,ˈɡɹɛlə
grelle,ɡɹɛl
gremban,ˈɡɹɛmˌbæn
gremillion,ˈɡɹɛmɪljən
gremlin,ˈɡɹɛmlən
gremlins,ˈɡɹɛmlənz
gren,ɡɹɛn
grenada,ɡɹɪˈneɪdə
grenade,ɡɹəˈneɪd
grenades,ɡɹəˈneɪdz
grenda,ˈɡɹɛndə
grendel,ˈɡɹɛndəl
grendel's,ˈɡɹɛndəlz
grenell,ˈɡɹɛnəl
grenfell,ˈɡɹɛnfəl
grenier,ˈɡɹiniɚ
greninger,ˈɡɹɛnɪŋɚ
grennan,ˈɡɹɛnən
grenoble,ɡɹəˈnoʊbəl
grenon,ˈɡɹɛnən
grenouille,ɡɹəˈnui
grenz,ɡɹɛnz
gresh,ɡɹɛʃ
gresham,ˈɡɹɛʃəm
gresham's,ˈɡɹɛʃəmz
gresko,ˈɡɹɛskoʊ
gress,ɡɹɛs
gresser,ˈɡɹɛsɚ
gressett,ˈɡɹɛsɪt
gressley,ˈɡɹɛsli
gressman,ˈɡɹɛsmən
greta,ˈɡɹitə
greta's,ˈɡɹitəz
gretal,ˈɡɹɛtəl
gretchen,ˈɡɹɛtʃən
grete,ɡɹit
gretel,ˈɡɹɛtəl
greth,ɡɹɛθ
grethel,ˈɡɹɛθəl
grether,ˈɡɹɛðɚ
gretna,ˈɡɹɛtnə
gretna's,ˈɡɹɛtnəz
grettenberger,ˈɡɹɛtənbɚɡɚ
gretz,ɡɹɛts
gretzinger,ˈɡɹɛtzɪŋɚ
gretzky,ˈɡɹɛtˈski
greubel,ˈɡɹɔɪbəl
greuel,ˈɡɹuəl
greulich,ˈɡɹɔɪlɪk
greunke,ɡɹuŋk
greve,ɡɹiv
grever,ˈɡɹɛvɚ
grew,ɡɹu
grewal,ˈɡɹuəl
grewe,ɡɹu
grewell,ˈɡɹɛwɛl
grey,ɡɹeɪ
grey's,ɡɹeɪz
greyhound,ˈɡɹeɪˌhaʊnd
greyhound's,ˈɡɹeɪˌhaʊndz
greying,ˈɡɹeɪɪŋ
greylag,ˈɡɹeɪˌlæɡ
greystone,ˈɡɹeɪˌstoʊn
gribben,ˈɡɹɪbən
gribbin,ˈɡɹɪbɪn
gribbins,ˈɡɹɪbɪnz
gribble,ˈɡɹɪbəl
gribbles,ˈɡɹɪbəlz
gribbon,ˈɡɹɪbən
grice,ɡɹaɪs
grid,ɡɹɪd
grid's,ɡɹɪdz
grider,ˈɡɹaɪdɚ
gridiron,ˈɡɹɪˌdaɪɚn
gridley,ˈɡɹɪdli
gridley's,ˈɡɹɪdliz
gridlock,ˈɡɹɪdˌlɑk
gridlock's,ˈɡɹɪdˌlɑks
gridlocked,ˈɡɹɪdˌlɑkt
gridlocks,ˈɡɹɪdˌlɑks
grids,ɡɹɪdz
grieb,ɡɹib
griebel,ˈɡɹibəl
grieco,ˈɡɹikoʊ
grieder,ˈɡɹidɚ
grief,ɡɹif
grieger,ˈɡɹiɡɚ
griego,ˈɡɹiɡoʊ
grieme,ɡɹim
griep,ɡɹip
griepentrog,ˈɡɹipɪntɹəɡ
grier,ˈɡɹaɪɚ
grier's,ˈɡɹaɪɚz
grierson,ˈɡɹɪɹsən
gries,ɡɹaɪz
griesa,ɡɹiˈɛsə
griesbach,ˈɡɹisbɑk
griese,ɡɹiz
griesemer,ˈɡɹisimɚ
grieser,ˈɡɹisɚ
grieshaber,ˈɡɹiʃəbɚ
griesinger,ˈɡɹisɪŋɚ
griess,ɡɹis
griesser,ˈɡɹisɚ
griest,ˈɡɹaɪɪst
grievance,ˈɡɹivəns
grievances,ˈɡɹivənsəz
grieve,ɡɹiv
grieved,ɡɹivd
griever,ˈɡɹivɚ
grievers,ˈɡɹivɚz
grieves,ɡɹivz
grieveson,ˈɡɹivəsən
grieving,ˈɡɹivɪŋ
grievous,ˈɡɹivəs
grievously,ˈɡɹivəsli
griff,ɡɹɪf
griffee,ˈɡɹɪfi
griffen,ˈɡɹɪfən
griffeth,ˈɡɹɪfɪθ
griffey,ˈɡɹɪfi
griffey's,ˈɡɹɪfiz
griffie,ˈɡɹɪfi
griffin,ˈɡɹɪfɪn
griffin's,ˈɡɹɪfɪnz
griffing,ˈɡɹɪfɪŋ
griffis,ˈɡɹɪfɪs
griffith,ˈɡɹɪfəθ
griffith's,ˈɡɹɪfɪθs
griffiths,ˈɡɹɪfɪθs
griffitts,ˈɡɹɪfɪts
griffo,ˈɡɹɪfoʊ
griffon,ˈɡɹɪfən
griffy,ˈɡɹɪfi
grigas,ˈɡɹaɪɡəz
grigg,ɡɹɪɡ
griggs,ɡɹɪɡz
griggy,ˈɡɹɪɡi
grignon,ˈɡɹɪɡnən
grigoli,ɡɹɪˈɡoʊli
grigorovich,ɡɹɪˈɡɔɹəvɪtʃ
grigory,ˈɡɹɛɡɚi
grigoryant,ɡɹɪˈɡɔɹjænt
grigoryants,ɡɹɪˈɡɔɹjænts
grigsby,ˈɡɹɪɡzbi
grijalva,ɡɹiˈjɑlvə
grill,ɡɹɪl
grille,ɡɹɪl
grilled,ɡɹɪld
grilli,ˈɡɹɪli
grilling,ˈɡɹɪlɪŋ
grilliot,ˈɡɹɪliət
grillo,ˈɡɹɪloʊ
grillot,ˈɡɹɪlət
grills,ɡɹɪlz
grim,ɡɹɪm
grima,ˈɡɹimə
grimace,ˈɡɹɪməs
grimaced,ˈɡɹɪməst
grimaces,ˈɡɹɪməsɪz
grimacing,ˈɡɹɪməsɪŋ
grimaldi,ɡɹiˈmɑldi
grimaldo,ɡɹiˈmɑldoʊ
grime,ɡɹaɪm
grimes,ɡɹaɪmz
grimley,ˈɡɹɪmli
grimly,ˈɡɹɪmli
grimm,ɡɹɪm
grimm's,ɡɹɪmz
grimme,ɡɹɪm
grimmer,ˈɡɹɪmɚ
grimmest,ˈɡɹɪməst
grimmett,ˈɡɹɪmɪt
grimness,ˈɡɹɪmnəs
grimshaw,ˈɡɹɪmˌʃɔ
grimsley,ˈɡɹɪmzli
grimstad,ˈɡɹɪmstəd
grimwood,ˈɡɹɪmˌwʊd
grimy,ˈɡɹaɪmi
grin,ɡɹɪn
grinage,ˈɡɹɪnɪdʒ
grinald,ɡɹɪˈnɑld
grinalds,ɡɹɪˈnɑldz
grinberg,ˈɡɹɪnbɚɡ
grinch,ɡɹɪntʃ
grind,ɡɹaɪnd
grinde,ɡɹɪnd
grinder,ˈɡɹaɪndɚ
grinders,ˈɡɹaɪndɚz
grinding,ˈɡɹaɪndɪŋ
grindlay,ˈɡɹaɪndˌleɪ
grindlays,ˈɡɹaɪndˌleɪz
grindle,ˈɡɹɪndəl
grindley,ˈɡɹɪndli
grindrod,ˈɡɹaɪndˌɹɑd
grinds,ɡɹaɪndz
grindstaff,ˈɡɹaɪndˌstæf
grindstone,ˈɡɹaɪndˌstoʊn
grine,ɡɹaɪn
griner,ˈɡɹaɪnɚ
gring,ɡɹɪŋ
gringo,ˈɡɹɪŋɡoʊ
gringos,ˈɡɹɪŋɡoʊz
grinned,ɡɹɪnd
grinnell,ɡɹɪˈnɛl
grinning,ˈɡɹɪnɪŋ
grins,ɡɹɪnz
grinstead,ˈɡɹɪnˌstɛd
grinstein,ˈɡɹɪnˌstin
grip,ɡɹɪp
gripe,ɡɹaɪp
griped,ɡɹaɪpt
gripes,ɡɹaɪps
griping,ˈɡɹaɪpɪŋ
gripp,ɡɹɪp
gripped,ɡɹɪpt
gripper,ˈɡɹɪˌpɝ
grippi,ˈɡɹɪpi
gripping,ˈɡɹɪpɪŋ
grippo,ˈɡɹɪpoʊ
grips,ɡɹɪps
grisanti,ɡɹɪˈsænti
grisby,ˈɡɹɪsbi
griscom,ˈɡɹɪskəm
grise,ɡɹaɪz
grisham,ˈɡɹɪʃəm
grisham's,ˈɡɹɪʃəmz
grishilda,ɡɹɪˈʃɪldə
grishman,ˈɡɹɪʃmən
grisly,ˈɡɹɪzli
grismer,ˈɡɝɪzəmɚ
grismore,ˈɡɹismɔɹ
grissett,ˈɡɹɪsɪt
grissinger,ˈɡɹɪsɪŋɚ
grisso,ˈɡɹɪsoʊ
grissom,ˈɡɹɪsəm
grisson,ˈɡɹɪsən
grist,ɡɹɪst
gristle,ˈɡɹɪsəl
griswell,ˈɡɹɪswɛl
griswold,ˈɡɹɪˌswoʊld
grit,ɡɹɪt
grites,ɡɹaɪts
grits,ɡɹɪts
gritter,ˈɡɹɪtɚ
gritting,ˈɡɹɪtɪŋ
gritton,ˈɡɹɪtən
gritty,ˈɡɹɪti
gritz,ɡɹɪts
gritzmacher,ˈɡɹɪtˌsmɑkɚ
grivas,ˈɡɹivɑz
griz,ɡɹɪz
grizelda,ɡɹiˈzɛldə
grizzard,ˈɡɹɪzɚd
grizzell,ˈɡɹɪzəl
grizzle,ˈɡɹɪzəl
grizzled,ˈɡɹɪzəld
grizzlies,ˈɡɹɪzliz
grizzly,ˈɡɹɪzli
gro,ɡɹoʊ
groan,ɡɹoʊn
groaned,ɡɹoʊnd
groaning,ˈɡɹoʊnɪŋ
groans,ɡɹoʊnz
groat,ɡɹoʊt
grob,ɡɹɑb
grobe,ɡɹoʊb
groben,ˈɡɹɑbən
grober,ˈɡɹoʊbɚ
grobian,ˈɡɹoʊbiən
grobler,ˈɡɹɑblɚ
groce,ɡɹoʊs
grocer,ˈɡɹoʊsɚ
grocer's,ˈɡɹoʊsɚz
groceries,ˈɡɹoʊsɚiz
grocers,ˈɡɹoʊsɚz
grocery,ˈɡɹoʊsɚi
groch,ɡɹɑk
grochowski,ɡɹəˈtʃɔfski
grode,ɡɹoʊd
groden,ˈɡɹoʊdən
grodin,ˈɡɹoʊdɪn
grodsky,ˈɡɹɑdski
groebner,ˈɡɹoʊbnɚ
groeger,ˈɡɹoʊɡɚ
groen,ɡɹoʊn
groene,ˈɡɹɑin
groeneveld,ˈɡɹoʊnɪvɪld
groenewold,ˈɡɹoʊnuoʊld
groening,ˈɡɹɑənɪŋ
groep,ɡɹoʊp
groer,ˈɡɹoʊɚ
groesbeck,ˈɡɹoʊsbɛk
groff,ɡɹɔf
groft,ɡɹɑft
grog,ɡɹɑɡ
grogan,ˈɡɹoʊɡən
grogg,ɡɹɑɡ
groggy,ˈɡɹɑɡi
groh,ɡɹoʊ
grohman,ˈɡɹoʊmən
grohs,ɡɹoʊs
groin,ɡɹɔɪn
groined,ɡɹɔɪnd
groins,ɡɹɔɪnz
groleau,ɡɹəˈloʊ
grolier,ˈɡɹoʊljɚ
groll,ɡɹoʊl
grom,ɡɹɑm
groma,ˈɡɹɑmə
groman,ˈɡɹoʊmən
gromek,ˈɡɹoʊmɪk
gromer,ˈɡɹoʊmɚ
gromes,ɡɹoʊmz
gromyko,ɡɹoʊˈmikoʊ
gronau,ˈɡɹoʊnaʊ
gronberg,ˈɡɹɑnbɚɡ
grondahl,ˈɡɹɑnˌdɑl
grondin,ˈɡɹɑndɪn
grone,ɡɹoʊn
gronemeyer,ˈɡɹɑnɪmaɪɚ
groner,ˈɡɹoʊnɚ
gronewold,ˈɡɹɑnuoʊld
groninger,ˈɡɹoʊnɪŋɚ
gronlund,ˈɡɹɑnlənd
gronowski,ɡɹəˈnɔfski
gronseth,ˈɡɹɑnsɪθ
gronski,ˈɡɹɑnski
groom,ɡɹum
groome,ɡɹum
groomed,ɡɹumd
groomer,ˈɡɹumɚ
groomers,ˈɡɹumɚz
groomes,ɡɹumz
grooming,ˈɡɹumɪŋ
grooms,ɡɹumz
groopman,ˈɡɹupmən
groos,ɡɹuz
groot,ɡɹut
grooters,ˈɡɹutɚz
groove,ɡɹuv
groover,ˈɡɹuvɚ
grooves,ɡɹuvz
grooviest,ˈɡɹuviəst
groovy,ˈɡɹuvi
grope,ɡɹoʊp
groped,ɡɹoʊpt
gropes,ɡɹoʊps
groping,ˈɡɹoʊpɪŋ
gropp,ɡɹɑp
gropper,ˈɡɹɑpɚ
groppy,ˈɡɹɑpi
groppy's,ˈɡɹɑpiz
gros,ɡɹoʊs
grosbeak,ˈɡɹoʊsˌbik
grosbeaks,ˈɡɹoʊsˌbiks
grosch,ɡɹɔʃ
grose,ɡɹoʊz
groseclose,ɡɹɑsɪˈkloʊz
grosh,ɡɹɑʃ
groshek,ˈɡɹɑʃɪk
groshong,ˈɡɹɑʃɔŋ
grosjean,ɡɹəsˈʒin
groskopf,ˈɡɹɑskɔpf
gross,ɡɹoʊs
gross's,ˈɡɹoʊsɪz
grossbard,ˈɡɹoʊsˌbɑɹd
grossberg,ˈɡɹoʊsbɚɡ
grosse,ɡɹɑs
grossed,ɡɹoʊst
grossenbacher,ˈɡɹɑsɪnbɑkɚ
grosser,ˈɡɹoʊsɚ
grosses,ˈɡɹoʊsɪz
grossfeld,ˈɡɹoʊˌsfɛld
grosshans,ˈɡɹɑʃənz
grossi,ˈɡɹoʊsi
grossing,ˈɡɹoʊsɪŋ
grosskopf,ˈɡɹoʊskɔpf
grossly,ˈɡɹoʊsli
grossman,ˈɡɹoʊsmən
grossman's,ˈɡɹoʊsmənz
grossmann,ˈɡɹɔsmən
grossnickle,ˈɡɹɑsnɪkəl
grosso,ˈɡɹoʊsoʊ
grosvenor,ˈɡɹoʊvnɚ
grosz,ɡɹoʊs
grote,ɡɹoʊt
grotesque,ɡɹoʊˈtɛsk
grotesquely,ɡɹoʊˈtɛskli
groth,ɡɹɑθ
grothaus,ˈɡɹɑtˌhaʊs
grothe,ɡɹoʊð
grotheer,ˈɡɹɔθɪɹ
groton,ˈɡɹɑtən
grotto,ˈɡɹɑˌtoʊ
grotz,ɡɹɑts
grouch,ɡɹaʊtʃ
groucho,ˈɡɹutʃoʊ
grouchy,ˈɡɹaʊtʃi
groulx,ɡɹaʊlks
ground,ɡɹaʊnd
groundbreaking,ˈɡɹaʊndbˌɹeɪkɪŋ
grounded,ˈɡɹaʊndɪd
grounder,ˈɡɹaʊndɚ
groundhog,ˈɡɹaʊndˌhɑɡ
grounding,ˈɡɹaʊndɪŋ
groundless,ˈɡɹaʊndləs
groundling,ˈɡɹaʊndlɪŋ
groundnut,ˈɡɹaʊndˌnʌt
groundnuts,ˈɡɹaʊndˌnʌts
grounds,ɡɹaʊndz
groundskeeper,ˈɡɹaʊndˌskipɚ
groundskeepers,ˈɡɹaʊndˌskipɚz
groundswell,ˈɡɹaʊndˌswɛl
groundwater,ˈɡɹaʊnˌdwɑtɚ
groundwork,ˈɡɹaʊnˌdwɝk
group,ɡɹup
group's,ɡɹups
groupe,ɡɹup
grouped,ɡɹupt
groupement,ˈɡɹupmənt
grouper,ˈɡɹupɚ
groupers,ˈɡɹupɚz
groupie,ˈɡɹupi
groupies,ˈɡɹupiz
grouping,ˈɡɹupɪŋ
groupings,ˈɡɹupɪŋz
groups,ɡɹups
groups',ɡɹups
groupware,ˈɡɹupˌwɛɹ
grouse,ɡɹaʊs
groused,ɡɹaʊst
grouses,ˈɡɹaʊsɪz
grousing,ˈɡɹaʊsɪŋ
groussman,ˈɡɹaʊsmən
grout,ɡɹaʊt
grouting,ˈɡɹaʊtɪŋ
grove,ɡɹoʊv
grove's,ɡɹoʊvz
grovel,ˈɡɹɑvəl
groveling,ˈɡɹɔvəlɪŋ
groveman,ˈɡɹoʊvmən
grover,ˈɡɹoʊvɚ
grover's,ˈɡɹoʊvɚz
grovers,ˈɡɹoʊvɚz
groves,ɡɹoʊvz
grow,ɡɹoʊ
growe,ɡɹoʊ
grower,ˈɡɹoʊɚ
growers,ˈɡɹoʊɚz
growers',ˈɡɹoʊɚz
growing,ˈɡɹoʊɪŋ
growl,ɡɹaʊl
growled,ɡɹaʊld
growling,ˈɡɹoʊlɪŋ
growls,ɡɹaʊlz
grown,ɡɹoʊn
grown-up,ˈɡɹoʊˌnʌp
grown-ups,ˈɡɹoʊˌnʌps
grownup,ˈɡɹoʊˌnʌp
grownups,ˈɡɹoʊˌnʌps
grows,ɡɹoʊz
growth,ɡɹoʊθ
growth's,ɡɹoʊθs
growths,ɡɹoʊθs
grozny,ˈɡɹoʊzni
grozny's,ˈɡɹoʊzniz
grua,ˈɡɹuə
grub,ɡɹʌb
grub-thief,ˈɡɹʌbˌθif
grub-thieves,ˈɡɹʌbˌθivz
gruba,ˈɡɹubə
grubaugh,ˈɡɹʌbɔ
grubb,ɡɹʌb
grubbs,ɡɹʌbz
grubby,ˈɡɹʌbi
grube,ɡɹub
gruben,ˈɡɹʌbən
gruber,ˈɡɹubɚ
gruberova,ˌɡɹubɛˈɹoʊvə
grubman,ˈɡɹʌbmən
grubs,ɡɹʌbz
grubstein,ˈɡɹʌbˌstin
grucci,ˈɡɹutʃi
grudenstein,ˈɡɹudɪnˌstin
grudge,ɡɹʌdʒ
grudges,ˈɡɹʌdʒɪz
grudging,ˈɡɹʌdʒɪŋ
grudgingly,ˈɡɹʌdʒɪŋli
grudzien,ˈɡɹʌdzin
grudzinski,ɡɹəˈdʒɪnski
grue,ɡɹu
gruel,ˈɡɹuɪl
grueling,ˈɡɹuɪlɪŋ
gruen,ɡɹun
gruenberg,ˈɡɹʊnbɚɡ
gruener,ˈɡɹʊnɚ
gruenewald,ˈɡɹʊnɪwɔld
gruenhagen,ˈɡɹʊnhəɡən
gruenwald,ˈɡɹʊnwɔld
gruesome,ˈɡɹusəm
gruet,ˈɡɹuɪt
gruetzmacher,ˈɡɹʊtˌsmɑkɚ
gruff,ɡɹʌf
gruffly,ˈɡɹʌfli
gruhlke,ɡɹulk
gruhn,ɡɹun
gruis,ˈɡɹuɪz
grulke,ɡɹʌlk
grullon,ˈɡɹʌlən
grum,ɡɹʌm
grumbine,ˈɡɹʌmˌbaɪn
grumble,ˈɡɹʌmbəl
grumbled,ˈɡɹʌmbəld
grumbles,ˈɡɹʌmbəlz
grumbling,ˈɡɹʌmbəlɪŋ
grumblings,ˈɡɹʌmbəlɪŋz
grumman,ˈɡɹʌmən
grumman's,ˈɡɹʌmənz
grummond,ˈɡɹʌmənd
grummond's,ˈɡɹʌməndz
grump,ɡɹʌmp
grumpier,ˈɡɹʌmpiɚ
grumpiness,ˈɡɹʌmpiˌnɛs
grumpy,ˈɡɹʌmpi
grun,ɡɹʌn
grunberg,ˈɡɹʌnbɚɡ
grund,ɡɹʌnd
grunden,ˈɡɹʌndən
grunder,ˈɡɹʌndɚ
grundfest,ˈɡɹʌndˌfɛst
grundhofer,ˈɡɹʌndˌhɑfɚ
grundig,ˈɡɹʌndɪɡ
grundman,ˈɡɹʌndmən
grundstrom,ˈɡɹʌndstɹəm
grundy,ˈɡɹʌndi
grunebaum,ˈɡɹunˌbaʊm
gruneich,ɡɹuˈnaɪk
gruner,ˈɡɹunɚ
grunert,ˈɡɹunɚt
grunewald,ˈɡɹʌnɪwɔld
grunge,ɡɹʌndʒ
grungy,ˈɡɹʌndʒi
grunion,ˈɡɹʌnjən
grunow,ˈɡɹunoʊ
grunt,ɡɹʌnt
gruntal,ˈɡɹʌntəl
gruntal's,ˈɡɹʌntəlz
grunted,ˈɡɹʌntɪd
grunting,ˈɡɹʌntɪŋ
grunts,ɡɹʌnts
grunwald,ˈɡɹʌnˌwɔld
grupe,ɡɹup
grupo,ˈɡɹupoʊ
grupp,ɡɹʌp
gruppo,ˈɡɹupoʊ
grush,ɡɹʌʃ
grushow,ˈɡɹʌʃoʊ
gruss,ɡɹʌs
grussing,ˈɡɹʌsɪŋ
gruszka,ˈɡɹʌʃkə
grutman,ˈɡɹʌtmən
gruver,ˈɡɹuvɚ
gruwell,ˈɡɹʌwɛl
gruza,ˈɡɹuzə
gryder,ˈɡɹaɪdɚ
grygiel,ˈɡɹɪdʒil
gryphons,ˈɡɹɪfənz
grzelak,ˈɡɝzəˌlæk
grzesiak,ɡɚˈzɛsiæk
grzeskowiak,ɡɚzɪˈskaʊiæk
grzyb,ˈɡɝˌzɪb
grzybowski,ˌɡɝzɪˈbaʊski
grzywacz,ˈɡɝzɪˌvætʃ
grzywinski,ɡɚzɪˈwɪnski
gschwind,ɡəʃˈwɪnd
gsell,ɡəˈsɛl
gtech,ˈdʒiˌtɛk
gtech's,ˈdʒiˌtɛks
gu,ɡu
guacamole,ˌɡwɑkəˈmoʊli
guadagno,ɡɑˈdɑɡnoʊ
guadalajara,ˌɡwɑˌdʌləˈhɑɹə
guadalcanal,ˌɡwɑdəlkəˈnæl
guadalupe,ˌɡwɑdəˈlup
guadarrama,ɡuɑdɑˈɹɑmə
guadeloupe,ˌɡwɑdəˈlup
guagliardo,ˌɡwɑɡliˈɑɹdoʊ
guajardo,ɡwɑˈjɑɹdoʊ
gualdoni,ɡɑlˈdoʊni
